Line	POP_CODE	Caste system	Family	Genus	Species	Colony Tag	Samples	Year	Month	Day	Locality	Country	Type	n_colonies	n_colonies	n_collections	Method	n_eggs_M	n_eggs_F	SR_eggs	n_larvae_M	n_larvae_F	n_workers_M	n_workers_F	SR_workers	n_soldiers_M	n_soldiers_F	SR_soldiers	n_immatures_M	n_immatures_F	SR_immatures	n_forked_neuters_NO_soldiers_M	n_forked_neuters_NO_soldiers_F	SR_forked_neuters_NO_soldiers	n_forked_neuters_WITH_soldiers_M	n_forked_neuters_WITH_soldiers_F	SR_forked_neuters_WITH_soldiers	n_nymphs_M	n_nymphs_F	SR_nymphs	n_linear_immatures_&_soldiers_M	n_linear_immatures_&_soldiers_F	SR_linear_immatures_soldiers	n_neotenics_M	n_neotenics_F	n_neotenicsX_M	n_neotenicsX_F	n_primaries_M	n_primaries_F	n_alates_M	n_alates_F	n_alates_tot	alate_type	SR_alates	n_nymphs+alates_M	n_nymphs+alates_F	Reproductives in the nest	Colony-level_linear_forked	n_males	n_females	n_tot	SR (prop_fem)	References	Comments on reference	Additional comments on data
779	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	20	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	349	176	525	Flown	0.335238095			NA	Alates	349	176	525	0.335238095	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
780	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	22	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	25	7	32	Flown	0.21875			NA	Alates	25	7	32	0.21875	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
781	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	23	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	716	335	1051	Flown	0.318744053			NA	Alates	716	335	1051	0.318744053	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
782	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	24	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	17	6	23	Flown	0.260869565			NA	Alates	17	6	23	0.260869565	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
783	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	25	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	29	8	37	Flown	0.216216216			NA	Alates	29	8	37	0.216216216	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
784	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	26	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	360	111	471	Flown	0.23566879			NA	Alates	360	111	471	0.23566879	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
785	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	29	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	98	42	140	Flown	0.3			NA	Alates	98	42	140	0.3	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
786	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	30	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	41	23	64	Flown	0.359375			NA	Alates	41	23	64	0.359375	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
787	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	May	1	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	20	8	28	Flown	0.285714286			NA	Alates	20	8	28	0.285714286	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
788	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	May	5	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	18	4	22	Flown	0.181818182			NA	Alates	18	4	22	0.181818182	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
789	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	May	21	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	94	21	115	Flown	0.182608696			NA	Alates	94	21	115	0.182608696	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
790	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	May	22	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	95	13	108	Flown	0.12037037			NA	Alates	95	13	108	0.12037037	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
791	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	May	29	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	15	4	19	Flown	0.210526316			NA	Alates	15	4	19	0.210526316	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
792	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	February	23	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	39	53	92	Flown	0.576086957			NA	Alates	39	53	92	0.576086957	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
793	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	February	24	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	1683	1901	3584	Flown	0.530412946			NA	Alates	1683	1901	3584	0.530412946	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
794	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	February	25	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	36	63	99	Flown	0.636363636			NA	Alates	36	63	99	0.636363636	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
795	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	February	26	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	92	122	214	Flown	0.570093458			NA	Alates	92	122	214	0.570093458	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
796	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	February	27	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	21	32	53	Flown	0.603773585			NA	Alates	21	32	53	0.603773585	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
797	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	1	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	658	965	1623	Flown	0.594577942			NA	Alates	658	965	1623	0.594577942	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
798	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	2	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	865	981	1846	Flown	0.531419285			NA	Alates	865	981	1846	0.531419285	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
799	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	3	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	685	1138	1823	Flown	0.624245749			NA	Alates	685	1138	1823	0.624245749	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
800	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	4	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	2445	3492	5937	Flown	0.588175846			NA	Alates	2445	3492	5937	0.588175846	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
801	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	5	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	3288	3769	7057	Flown	0.534079637			NA	Alates	3288	3769	7057	0.534079637	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
802	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	6	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	13330	14496	27826	Flown	0.520951628			NA	Alates	13330	14496	27826	0.520951628	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
803	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	9	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	66	46	112	Flown	0.410714286			NA	Alates	66	46	112	0.410714286	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
804	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	11	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	660	557	1217	Flown	0.457682827			NA	Alates	660	557	1217	0.457682827	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
805	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	12	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	154	117	271	Flown	0.431734317			NA	Alates	154	117	271	0.431734317	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
806	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	13	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	896	676	1572	Flown	0.430025445			NA	Alates	896	676	1572	0.430025445	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
807	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	15	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	1199	1151	2350	Flown	0.489787234			NA	Alates	1199	1151	2350	0.489787234	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
808	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	16	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	128	133	261	Flown	0.509578544			NA	Alates	128	133	261	0.509578544	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
809	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	17	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	326	217	543	Flown	0.399631676			NA	Alates	326	217	543	0.399631676	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
810	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	18	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	1056	950	2006	Flown	0.473579262			NA	Alates	1056	950	2006	0.473579262	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
811	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	20	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	142	92	234	Flown	0.393162393			NA	Alates	142	92	234	0.393162393	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
812	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	21	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	64	45	109	Flown	0.412844037			NA	Alates	64	45	109	0.412844037	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
813	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	22	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	25	19	44	Flown	0.431818182			NA	Alates	25	19	44	0.431818182	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
814	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	23	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	20	20	40	Flown	0.5			NA	Alates	20	20	40	0.5	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
815	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	24	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	27	12	39	Flown	0.307692308			NA	Alates	27	12	39	0.307692308	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
816	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	March	25	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	53	29	82	Flown	0.353658537			NA	Alates	53	29	82	0.353658537	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
817	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	April	3	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	8	5	13	Flown	0.384615385			NA	Alates	8	5	13	0.384615385	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
818	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2015	April	4	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	28	10	38	Flown	0.263157895			NA	Alates	28	10	38	0.263157895	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
